HMMProfile	protein_id	evalue	Coverage	ProfileLength	ProfileStart	GeneLength	ProfileEnd	GeneStart	GeneEnd	Strain
GT19.hmm	WP_013992552.1	3.50E-126	0.99	354	2	370	352	4	353	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013992571.1	3.90E-19	0.67	170	1	234	115	9	116	Zobellia galactanivorans DsiJ
GH113.hmm	WP_013992582.1	5.50E-121	1	306	1	333	306	23	327	Zobellia galactanivorans DsiJ
CBM67.hmm	WP_013992588.1	2.10E-34	0.93	176	1	799	165	36	217	Zobellia galactanivorans DsiJ
GH78.hmm	WP_013992588.1	3.10E-91	0.98	504	6	799	502	276	780	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013992589.1	6.30E-21	0.77	170	2	231	133	8	138	Zobellia galactanivorans DsiJ
GT2_Glyco_tranf_2_3.hmm	WP_013992590.1	6.00E-28	0.97	230	4	494	227	58	283	Zobellia galactanivorans DsiJ
GH13_38.hmm	WP_013992613.1	3.40E-180	0.99	375	1	592	374	33	428	Zobellia galactanivorans DsiJ
GH65.hmm	WP_013992614.1	8.10E-148	0.99	372	1	767	371	323	702	Zobellia galactanivorans DsiJ
GH114.hmm	WP_013992637.1	4.60E-36	0.95	190	10	292	190	69	254	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013992672.1	5.30E-29	0.98	170	2	242	168	6	171	Zobellia galactanivorans DsiJ
GT83.hmm	WP_013992673.1	3.90E-34	0.64	540	8	555	353	7	330	Zobellia galactanivorans DsiJ
GT83.hmm	WP_013992749.1	5.20E-52	0.73	540	9	541	403	20	424	Zobellia galactanivorans DsiJ
GT5.hmm	WP_013992775.1	6.10E-43	0.45	472	1	269	214	5	228	Zobellia galactanivorans DsiJ
GT51.hmm	WP_013992835.1	2.20E-45	0.89	177	18	781	176	65	223	Zobellia galactanivorans DsiJ
GH1.hmm	WP_013992937.1	1.10E-155	0.99	429	3	471	426	15	454	Zobellia galactanivorans DsiJ
GH13_20.hmm	WP_013992989.1	2.60E-76	0.96	300	10	447	298	38	322	Zobellia galactanivorans DsiJ
GH95.hmm	WP_013993047.1	1.90E-284	0.99	722	4	807	719	30	794	Zobellia galactanivorans DsiJ
GH23.hmm	WP_013993086.1	3.00E-25	0.88	135	2	547	121	179	314	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013993111.1	7.20E-40	0.68	170	1	246	116	3	117	Zobellia galactanivorans DsiJ
GT9.hmm	WP_013993117.1	1.10E-35	0.86	225	2	333	195	59	281	Zobellia galactanivorans DsiJ
GT51.hmm	WP_013993168.1	8.20E-59	0.99	177	1	783	176	67	244	Zobellia galactanivorans DsiJ
AA3.hmm	WP_013993276.1	4.40E-52	0.52	618	80	570	402	3	566	Zobellia galactanivorans DsiJ
GH2.hmm	WP_013993281.1	1.20E-225	0.97	752	19	1070	751	66	949	Zobellia galactanivorans DsiJ
AA3.hmm	WP_013993283.1	3.30E-46	0.51	618	87	567	401	4	561	Zobellia galactanivorans DsiJ
GH63.hmm	WP_013993318.1	8.60E-20	0.37	570	357	877	567	426	874	Zobellia galactanivorans DsiJ
GH82.hmm	WP_013993332.1	1.30E-34	0.95	185	8	329	184	47	222	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013993344.1	6.10E-28	0.98	160	2	366	159	179	337	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013993347.1	1.00E-34	0.96	160	5	365	159	180	334	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013993352.1	1.20E-29	0.81	170	1	359	139	15	153	Zobellia galactanivorans DsiJ
CE4.hmm	WP_013993353.1	1.80E-23	0.82	130	21	321	128	35	147	Zobellia galactanivorans DsiJ
CE4.hmm	WP_013993419.1	2.50E-30	0.92	130	4	258	123	63	185	Zobellia galactanivorans DsiJ
CE7.hmm	WP_013993463.1	7.10E-83	0.96	313	11	430	312	131	424	Zobellia galactanivorans DsiJ
GH82.hmm	WP_013993512.1	1.20E-67	0.99	185	1	424	184	49	232	Zobellia galactanivorans DsiJ
GH110.hmm	WP_013993556.1	9.80E-169	0.98	548	13	601	548	28	569	Zobellia galactanivorans DsiJ
AA3.hmm	WP_013993564.1	2.20E-53	0.52	618	80	570	403	3	567	Zobellia galactanivorans DsiJ
GH63.hmm	WP_013993582.1	7.80E-31	0.54	570	256	436	566	172	435	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013993590.1	2.30E-22	0.98	126	1	463	125	53	169	Zobellia galactanivorans DsiJ
GH167.hmm	WP_013993663.1	6.70E-266	1	717	1	1006	717	47	773	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013993675.1	4.60E-18	0.96	126	2	447	123	44	161	Zobellia galactanivorans DsiJ
GT30.hmm	WP_013993676.1	4.10E-46	0.94	177	10	411	176	45	207	Zobellia galactanivorans DsiJ
CBM57.hmm	WP_013993770.1	1.30E-34	0.99	147	2	6203	147	5681	5826	Zobellia galactanivorans DsiJ
GH97.hmm	WP_013993781.1	8.40E-129	0.98	631	11	637	630	23	632	Zobellia galactanivorans DsiJ
GH16_3.hmm	WP_013993783.1	2.40E-67	0.99	230	2	383	230	143	382	Zobellia galactanivorans DsiJ
GT5.hmm	WP_013993885.1	5.80E-114	0.99	472	3	511	470	5	508	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013993920.1	3.50E-17	0.9	126	1	443	114	34	140	Zobellia galactanivorans DsiJ
GH16_26.hmm	WP_013993946.1	2.30E-123	1	231	1	510	231	36	270	Zobellia galactanivorans DsiJ
PL7.hmm	WP_013993964.1	1.10E-59	1	231	1	307	231	61	307	Zobellia galactanivorans DsiJ
GH141.hmm	WP_013994011.1	2.00E-23	0.71	527	2	912	378	29	410	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013994188.1	9.10E-23	0.91	126	1	449	116	43	154	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013994243.1	1.40E-19	0.57	170	1	277	98	12	110	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013994244.1	8.30E-20	0.88	170	1	264	150	9	149	Zobellia galactanivorans DsiJ
GH20.hmm	WP_013994252.1	2.90E-107	0.97	337	9	538	336	175	490	Zobellia galactanivorans DsiJ
GT83.hmm	WP_013994267.1	4.80E-72	0.89	540	8	551	491	5	494	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013994268.1	6.40E-31	0.87	170	1	320	149	10	149	Zobellia galactanivorans DsiJ
CBM57.hmm	WP_013994275.1	2.10E-35	0.99	147	2	335	147	172	325	Zobellia galactanivorans DsiJ
GH5_42.hmm	WP_013994326.1	8.30E-119	0.99	254	2	509	254	218	470	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013994331.1	8.30E-24	0.96	170	2	379	166	142	308	Zobellia galactanivorans DsiJ
GH18.hmm	WP_013994399.1	4.00E-53	0.95	296	2	440	284	127	427	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013994455.1	4.30E-18	0.95	126	2	458	122	39	164	Zobellia galactanivorans DsiJ
GH127.hmm	WP_013994480.1	2.10E-196	1	524	2	681	524	44	589	Zobellia galactanivorans DsiJ
GH127.hmm	WP_013994481.1	3.90E-192	1	524	2	656	524	25	564	Zobellia galactanivorans DsiJ
GH127.hmm	WP_013994483.1	2.00E-196	1	524	2	694	524	67	603	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013994507.1	6.00E-22	0.95	126	2	458	122	41	159	Zobellia galactanivorans DsiJ
AA3.hmm	WP_013994510.1	3.50E-58	0.52	618	83	572	404	3	570	Zobellia galactanivorans DsiJ
PL9_4.hmm	WP_013994516.1	1.20E-36	0.88	141	17	525	141	139	267	Zobellia galactanivorans DsiJ
CE1.hmm	WP_013994595.1	7.70E-26	0.91	227	1	276	207	41	255	Zobellia galactanivorans DsiJ
GH20.hmm	WP_013994680.1	3.10E-34	0.73	337	9	520	256	32	271	Zobellia galactanivorans DsiJ
CE9.hmm	WP_013994682.1	4.20E-96	0.94	373	16	382	368	16	368	Zobellia galactanivorans DsiJ
GH20.hmm	WP_013994683.1	6.10E-112	0.97	337	8	530	336	150	502	Zobellia galactanivorans DsiJ
GH16_11.hmm	WP_013994707.1	5.10E-84	1	242	1	355	242	82	350	Zobellia galactanivorans DsiJ
GH88.hmm	WP_013994773.1	7.50E-128	0.98	329	5	399	329	69	390	Zobellia galactanivorans DsiJ
GH141.hmm	WP_013994778.1	2.50E-53	0.99	527	2	790	523	28	544	Zobellia galactanivorans DsiJ
CE6.hmm	WP_013994834.1	3.90E-17	0.98	99	1	269	98	87	187	Zobellia galactanivorans DsiJ
GH30_4.hmm	WP_013994844.1	2.00E-196	1	484	2	512	484	25	508	Zobellia galactanivorans DsiJ
GH27.hmm	WP_013994851.1	3.90E-28	0.59	375	123	866	343	434	629	Zobellia galactanivorans DsiJ
CBM51.hmm	WP_013994851.1	1.50E-20	0.81	134	17	866	126	748	861	Zobellia galactanivorans DsiJ
GH2.hmm	WP_013994861.1	4.60E-128	0.62	752	22	830	491	29	640	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013994882.1	4.00E-21	0.96	126	2	442	123	41	158	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013994896.1	2.40E-114	0.95	346	18	507	346	14	396	Zobellia galactanivorans DsiJ
GH16_16.hmm	WP_013994901.1	2.50E-106	1	246	1	353	246	82	348	Zobellia galactanivorans DsiJ
GH117.hmm	WP_013994925.1	2.00E-39	0.5	211	4	433	110	111	234	Zobellia galactanivorans DsiJ
GH2.hmm	WP_013994927.1	1.10E-102	0.71	752	45	1019	576	213	843	Zobellia galactanivorans DsiJ
GH2.hmm	WP_013994929.1	3.30E-101	0.75	752	24	763	590	26	693	Zobellia galactanivorans DsiJ
GH97.hmm	WP_013994930.1	3.30E-143	0.98	631	12	650	630	28	647	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013994944.1	9.80E-69	0.9	346	28	473	341	20	318	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013994950.1	1.90E-70	0.94	346	19	510	345	32	392	Zobellia galactanivorans DsiJ
GH140.hmm	WP_013994951.1	1.30E-22	0.96	412	7	552	401	134	527	Zobellia galactanivorans DsiJ
GH74.hmm	WP_013994952.1	5.40E-16	0.4	233	43	884	137	670	763	Zobellia galactanivorans DsiJ
CE4.hmm	WP_013994953.1	6.70E-25	0.8	130	5	274	109	27	149	Zobellia galactanivorans DsiJ
GH74.hmm	WP_013994955.1	2.70E-16	0.36	233	39	876	122	196	275	Zobellia galactanivorans DsiJ
GH16_12.hmm	WP_013994956.1	5.30E-98	1	239	1	427	239	53	303	Zobellia galactanivorans DsiJ
GH28.hmm	WP_013994959.1	2.00E-66	0.93	325	6	462	309	51	395	Zobellia galactanivorans DsiJ
GH28.hmm	WP_013994960.1	1.40E-69	0.94	325	6	467	310	48	380	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013994962.1	5.80E-118	0.94	346	20	518	346	34	406	Zobellia galactanivorans DsiJ
GH16_12.hmm	WP_013994968.1	2.80E-106	1	239	1	279	239	36	272	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013994972.1	1.70E-92	0.94	346	20	502	346	14	380	Zobellia galactanivorans DsiJ
GH5_2.hmm	WP_013995031.1	3.20E-103	0.99	237	2	358	237	77	312	Zobellia galactanivorans DsiJ
GH3.hmm	WP_013995048.1	7.00E-58	0.98	216	4	526	215	89	318	Zobellia galactanivorans DsiJ
CE1.hmm	WP_013995056.1	4.80E-28	0.89	227	6	239	209	36	218	Zobellia galactanivorans DsiJ
GH3.hmm	WP_013995073.1	5.30E-58	0.98	216	5	969	216	99	325	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013995074.1	4.80E-37	0.93	160	6	381	155	195	341	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013995087.1	2.10E-27	0.94	160	4	381	154	198	348	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013995094.1	2.00E-38	0.96	160	4	365	157	186	336	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013995095.1	4.40E-23	0.61	170	1	297	105	3	108	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013995097.1	1.50E-37	0.85	170	1	335	146	19	174	Zobellia galactanivorans DsiJ
PL1_2.hmm	WP_013995098.1	1.60E-27	0.87	183	8	585	167	236	389	Zobellia galactanivorans DsiJ
PL1_2.hmm	WP_013995102.1	7.90E-47	0.99	183	1	695	183	344	524	Zobellia galactanivorans DsiJ
CBM6.hmm	WP_013995114.1	1.90E-21	0.88	138	15	2039	136	653	779	Zobellia galactanivorans DsiJ
CBM57.hmm	WP_013995114.1	8.70E-40	0.99	147	2	2039	147	884	1027	Zobellia galactanivorans DsiJ
PL29.hmm	WP_013995131.1	6.60E-105	1	301	1	522	301	62	365	Zobellia galactanivorans DsiJ
GH88.hmm	WP_013995132.1	3.00E-123	0.98	329	5	407	329	77	400	Zobellia galactanivorans DsiJ
GH144.hmm	WP_013995144.1	1.40E-189	0.99	404	2	452	403	34	445	Zobellia galactanivorans DsiJ
GH3.hmm	WP_013995146.1	2.10E-70	0.99	216	3	757	216	95	316	Zobellia galactanivorans DsiJ
GH15.hmm	WP_013995214.1	6.40E-95	0.99	361	2	790	360	283	673	Zobellia galactanivorans DsiJ
GH120.hmm	WP_013995220.1	7.40E-17	0.95	91	2	627	88	292	387	Zobellia galactanivorans DsiJ
GH43_11.hmm	WP_013995224.1	4.00E-140	1	292	1	531	292	4	293	Zobellia galactanivorans DsiJ
GH95.hmm	WP_013995264.1	2.10E-171	0.97	722	13	812	715	37	771	Zobellia galactanivorans DsiJ
GH127.hmm	WP_013995265.1	1.30E-69	0.88	524	61	629	523	90	522	Zobellia galactanivorans DsiJ
CE14.hmm	WP_013995305.1	4.70E-17	0.9	124	1	841	113	45	156	Zobellia galactanivorans DsiJ
CE14.hmm	WP_013995329.1	7.90E-25	0.99	124	1	240	124	6	111	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013995357.1	3.80E-16	0.97	126	1	332	123	5	118	Zobellia galactanivorans DsiJ
CE1.hmm	WP_013995401.1	1.60E-16	0.82	227	15	219	202	14	196	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013995406.1	1.10E-33	0.98	170	1	335	168	7	173	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013995449.1	2.50E-50	0.99	126	1	465	126	53	182	Zobellia galactanivorans DsiJ
PL7_5.hmm	WP_013995454.1	3.10E-74	0.99	267	3	352	266	49	341	Zobellia galactanivorans DsiJ
PL6.hmm	WP_013995455.1	1.70E-145	0.99	372	3	777	370	27	396	Zobellia galactanivorans DsiJ
GT2_Glyco_tranf_2_3.hmm	WP_013995477.1	3.10E-19	0.73	230	61	476	230	144	332	Zobellia galactanivorans DsiJ
AA12.hmm	WP_013995516.1	7.20E-20	0.97	401	12	400	399	49	385	Zobellia galactanivorans DsiJ
GH16_16.hmm	WP_013995526.1	1.10E-88	1	246	1	539	246	46	284	Zobellia galactanivorans DsiJ
GH16_16.hmm	WP_013995566.1	9.60E-97	1	246	1	477	246	47	373	Zobellia galactanivorans DsiJ
GH82.hmm	WP_013995588.1	4.60E-98	0.99	185	1	491	184	62	244	Zobellia galactanivorans DsiJ
PL31.hmm	WP_013995649.1	2.80E-71	0.99	187	2	702	187	48	252	Zobellia galactanivorans DsiJ
PL14_3.hmm	WP_013995650.1	1.80E-55	0.99	190	2	390	190	74	276	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013995676.1	3.90E-25	0.91	160	9	367	155	195	336	Zobellia galactanivorans DsiJ
GT4.hmm	WP_013995679.1	1.40E-17	0.94	160	6	384	156	195	352	Zobellia galactanivorans DsiJ
GT27.hmm	WP_013995820.1	7.70E-23	0.79	295	2	333	236	5	231	Zobellia galactanivorans DsiJ
CE11.hmm	WP_013995848.1	8.90E-78	0.86	271	1	461	233	3	236	Zobellia galactanivorans DsiJ
GH92.hmm	WP_013995942.1	1.00E-144	0.99	491	3	770	487	236	762	Zobellia galactanivorans DsiJ
GH115.hmm	WP_013995943.1	2.50E-26	0.71	697	21	683	515	41	593	Zobellia galactanivorans DsiJ
GH2.hmm	WP_013995977.1	1.10E-118	0.6	752	24	845	475	26	612	Zobellia galactanivorans DsiJ
GH117.hmm	WP_013995985.1	1.20E-53	0.56	211	1	408	119	101	229	Zobellia galactanivorans DsiJ
CE1.hmm	WP_013995995.1	1.30E-39	0.96	227	5	263	222	28	258	Zobellia galactanivorans DsiJ
GH29.hmm	WP_013996001.1	6.80E-121	0.94	346	22	513	346	31	401	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013996015.1	3.20E-22	0.97	126	1	440	123	53	180	Zobellia galactanivorans DsiJ
GH109.hmm	WP_013996037.1	9.40E-16	0.91	126	3	488	118	48	156	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013996084.1	8.30E-28	0.78	170	1	333	133	6	136	Zobellia galactanivorans DsiJ
GH97.hmm	WP_046287285.1	9.40E-254	0.98	631	9	703	630	16	700	Zobellia galactanivorans DsiJ
GT4.hmm	WP_046287360.1	4.40E-25	0.94	160	7	389	158	210	361	Zobellia galactanivorans DsiJ
GH2.hmm	WP_046287370.1	7.60E-118	0.95	752	35	932	748	33	807	Zobellia galactanivorans DsiJ
GH95.hmm	WP_046287560.1	8.50E-288	0.98	722	6	805	715	48	786	Zobellia galactanivorans DsiJ
GH95.hmm	WP_046287561.1	3.60E-272	0.98	722	7	813	716	34	778	Zobellia galactanivorans DsiJ
AA7.hmm	WP_046287597.1	6.40E-35	0.41	458	38	497	226	73	260	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_046287849.1	1.30E-23	0.92	170	1	389	158	7	156	Zobellia galactanivorans DsiJ
GH110.hmm	WP_046287866.1	1.00E-112	0.67	548	180	610	548	222	588	Zobellia galactanivorans DsiJ
GH29.hmm	WP_046287870.1	5.30E-116	0.95	346	18	488	346	11	376	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_046287896.1	4.70E-22	0.79	170	2	286	137	5	148	Zobellia galactanivorans DsiJ
GH2.hmm	WP_046288039.1	2.80E-104	0.56	752	24	965	442	24	505	Zobellia galactanivorans DsiJ
PL6.hmm	WP_046288091.1	9.30E-134	0.99	372	2	773	371	27	411	Zobellia galactanivorans DsiJ
GH29.hmm	WP_052725450.1	1.40E-61	0.92	346	17	486	336	12	324	Zobellia galactanivorans DsiJ
CBM47.hmm	WP_052725450.1	2.50E-23	0.98	128	3	486	128	356	481	Zobellia galactanivorans DsiJ
GH16_3.hmm	WP_052725485.1	9.00E-54	0.99	230	1	944	229	49	312	Zobellia galactanivorans DsiJ
CBM42.hmm	WP_052725485.1	1.20E-36	0.96	136	4	944	135	614	739	Zobellia galactanivorans DsiJ
GT4.hmm	WP_052725601.1	4.40E-33	0.92	160	6	385	153	201	353	Zobellia galactanivorans DsiJ
GH10.hmm	WP_052725615.1	1.30E-102	0.99	303	2	376	302	25	373	Zobellia galactanivorans DsiJ
CE15.hmm	WP_052725648.1	9.00E-92	0.99	269	1	407	268	22	407	Zobellia galactanivorans DsiJ
GH141.hmm	WP_084724332.1	1.40E-17	0.52	527	3	799	276	46	321	Zobellia galactanivorans DsiJ
GH3.hmm	WP_084724333.1	2.20E-71	0.97	216	4	744	213	65	291	Zobellia galactanivorans DsiJ
GH105.hmm	WP_084724341.1	5.10E-84	0.98	332	8	338	332	21	333	Zobellia galactanivorans DsiJ
GH2.hmm	WP_084724368.1	6.90E-124	0.64	752	24	824	502	24	617	Zobellia galactanivorans DsiJ
GH144.hmm	WP_084724372.1	8.10E-183	0.99	404	3	461	403	47	460	Zobellia galactanivorans DsiJ
GH2.hmm	WP_084724390.1	1.70E-107	0.58	752	26	1013	465	23	583	Zobellia galactanivorans DsiJ
CE1.hmm	WP_084724393.1	1.60E-60	0.98	227	1	256	224	3	250	Zobellia galactanivorans DsiJ
CBM67.hmm	WP_084724402.1	9.70E-38	0.93	176	1	843	165	71	257	Zobellia galactanivorans DsiJ
GH78.hmm	WP_084724402.1	6.60E-126	1	504	1	843	504	286	798	Zobellia galactanivorans DsiJ
GH16_15.hmm	WP_123772359.1	6.30E-126	1	231	1	323	231	88	318	Zobellia galactanivorans DsiJ
PL12_3.hmm	WP_148560701.1	1.50E-53	0.97	144	5	641	144	402	541	Zobellia galactanivorans DsiJ
PL17.hmm	WP_148560706.1	4.60E-54	0.98	139	1	749	137	402	538	Zobellia galactanivorans DsiJ
GH117.hmm	WP_148560729.1	1.00E-49	0.67	211	2	412	143	92	246	Zobellia galactanivorans DsiJ
GH141.hmm	WP_148560740.1	2.70E-29	0.47	527	2	787	252	41	334	Zobellia galactanivorans DsiJ
PL40.hmm	WP_148560753.1	1.50E-250	0.98	873	13	919	865	2	910	Zobellia galactanivorans DsiJ
GH29.hmm	WP_148560754.1	7.70E-84	0.88	346	39	569	345	17	331	Zobellia galactanivorans DsiJ
GH117.hmm	WP_158499697.1	2.80E-44	0.53	211	1	360	113	35	171	Zobellia galactanivorans DsiJ
GH105.hmm	WP_158499698.1	1.60E-65	0.97	332	9	351	332	14	345	Zobellia galactanivorans DsiJ
CBM6.hmm	WP_158499728.1	7.60E-35	0.87	138	18	980	138	772	892	Zobellia galactanivorans DsiJ
GH29.hmm	WP_158499743.1	1.70E-17	0.87	346	33	472	335	156	469	Zobellia galactanivorans DsiJ
GH95.hmm	WP_158499744.1	9.70E-234	0.99	722	4	807	719	31	794	Zobellia galactanivorans DsiJ
GH29.hmm	WP_158499745.1	3.20E-66	0.94	346	20	457	346	18	341	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_158499746.1	2.20E-28	0.72	170	11	330	133	3	131	Zobellia galactanivorans DsiJ
GT4.hmm	WP_158499747.1	8.40E-28	0.84	160	2	346	137	173	304	Zobellia galactanivorans DsiJ
GH154.hmm	WP_158499748.1	1.20E-83	0.95	348	2	465	332	34	364	Zobellia galactanivorans DsiJ
GH10.hmm	WP_158499751.1	1.10E-93	0.96	303	10	457	302	144	454	Zobellia galactanivorans DsiJ
GH117.hmm	WP_158499767.1	7.50E-30	0.76	211	50	342	210	162	316	Zobellia galactanivorans DsiJ
GH29.hmm	WP_173427287.1	5.10E-108	0.95	346	18	491	346	16	367	Zobellia galactanivorans DsiJ
GT2_Glycos_transf_2.hmm	WP_013992589.1	6.30E-21	0.77	170	2	231	133	8	138	Zobellia uliginosa DSM2061
GT5.hmm	WP_013992775.1	6.10E-43	0.45	472	1	269	214	5	228	Zobellia uliginosa DSM2061
CE11.hmm	WP_013995848.1	8.90E-78	0.86	271	1	461	233	3	236	Zobellia uliginosa DSM2061
GH117.hmm	WP_076452943.1	1.80E-45	0.68	211	2	414	145	79	245	Zobellia uliginosa DSM2061
GH16_15.hmm	WP_076452944.1	2.90E-108	1	231	1	329	231	81	324	Zobellia uliginosa DSM2061
CE4.hmm	WP_076452958.1	2.40E-23	0.82	130	22	322	128	36	147	Zobellia uliginosa DSM2061
GT4.hmm	WP_076452960.1	7.00E-34	0.96	160	5	363	159	174	330	Zobellia uliginosa DSM2061
GT4.hmm	WP_076452966.1	1.30E-19	0.91	160	7	370	152	193	336	Zobellia uliginosa DSM2061
GT4.hmm	WP_076452967.1	5.40E-28	0.96	160	6	378	160	173	329	Zobellia uliginosa DSM2061
GT4.hmm	WP_076452968.1	8.70E-16	0.95	160	5	402	157	211	370	Zobellia uliginosa DSM2061
GH63.hmm	WP_076452982.1	9.30E-20	0.37	570	357	877	567	426	874	Zobellia uliginosa DSM2061
AA3.hmm	WP_076453012.1	1.50E-46	0.51	618	87	567	401	4	561	Zobellia uliginosa DSM2061
GH2.hmm	WP_076453014.1	1.80E-224	0.97	752	19	1070	751	66	949	Zobellia uliginosa DSM2061
AA3.hmm	WP_076453021.1	9.20E-53	0.52	618	80	570	402	3	566	Zobellia uliginosa DSM2061
GT51.hmm	WP_076453095.1	8.20E-59	0.99	177	1	780	176	67	244	Zobellia uliginosa DSM2061
GT9.hmm	WP_076453137.1	2.80E-36	0.86	225	2	333	195	59	281	Zobellia uliginosa DSM2061
GT2_Glycos_transf_2.hmm	WP_076453142.1	7.90E-40	0.68	170	1	246	116	3	117	Zobellia uliginosa DSM2061
GH23.hmm	WP_076453163.1	3.00E-25	0.88	135	2	547	121	179	314	Zobellia uliginosa DSM2061
GH13_20.hmm	WP_076453229.1	1.00E-76	0.97	300	9	447	300	37	324	Zobellia uliginosa DSM2061
GH1.hmm	WP_076453269.1	1.10E-155	0.99	429	3	471	426	15	454	Zobellia uliginosa DSM2061
GT51.hmm	WP_076453349.1	2.40E-45	0.89	177	18	781	176	65	223	Zobellia uliginosa DSM2061
GT83.hmm	WP_076453423.1	1.00E-53	0.74	540	9	541	407	20	410	Zobellia uliginosa DSM2061
GT83.hmm	WP_076453484.1	6.20E-34	0.64	540	9	555	353	8	330	Zobellia uliginosa DSM2061
GT2_Glycos_transf_2.hmm	WP_076453485.1	2.60E-29	0.98	170	2	242	168	6	171	Zobellia uliginosa DSM2061
GH65.hmm	WP_076453541.1	6.90E-148	0.99	372	1	767	371	323	702	Zobellia uliginosa DSM2061
GH13_38.hmm	WP_076453542.1	1.70E-180	0.99	375	1	592	374	33	428	Zobellia uliginosa DSM2061
GT2_Glyco_tranf_2_3.hmm	WP_076453563.1	4.90E-28	0.97	230	4	494	227	58	283	Zobellia uliginosa DSM2061
CBM67.hmm	WP_076453564.1	1.60E-31	0.93	176	1	799	165	36	217	Zobellia uliginosa DSM2061
GH78.hmm	WP_076453564.1	1.10E-90	0.98	504	6	799	502	276	780	Zobellia uliginosa DSM2061
GH113.hmm	WP_076453570.1	3.60E-122	1	306	1	333	306	23	327	Zobellia uliginosa DSM2061
GT2_Glycos_transf_2.hmm	WP_076453580.1	1.80E-18	0.67	170	1	234	115	9	116	Zobellia uliginosa DSM2061
GT19.hmm	WP_076453595.1	2.50E-126	0.99	354	2	370	352	4	353	Zobellia uliginosa DSM2061
CBM32.hmm	WP_076453598.1	8.70E-18	0.85	124	5	446	110	60	173	Zobellia uliginosa DSM2061
PL7_3.hmm	WP_076453598.1	1.60E-52	0.99	214	3	446	214	211	445	Zobellia uliginosa DSM2061
GT4.hmm	WP_076453661.1	1.40E-25	0.94	160	7	388	157	210	359	Zobellia uliginosa DSM2061
GT2_Glycos_transf_2.hmm	WP_076453664.1	8.40E-17	0.7	170	1	300	120	5	117	Zobellia uliginosa DSM2061
GT4.hmm	WP_076453669.1	1.50E-31	0.93	160	5	412	153	239	380	Zobellia uliginosa DSM2061
GH16_11.hmm	WP_076453711.1	1.10E-103	1	242	1	293	242	47	286	Zobellia uliginosa DSM2061
GH16_3.hmm	WP_076453713.1	3.00E-53	0.99	230	1	943	229	49	312	Zobellia uliginosa DSM2061
CBM42.hmm	WP_076453713.1	2.80E-34	0.96	136	4	943	135	614	739	Zobellia uliginosa DSM2061
GH64.hmm	WP_076453716.1	2.80E-89	0.99	367	2	625	367	21	392	Zobellia uliginosa DSM2061
CBM6.hmm	WP_076453716.1	7.50E-30	0.86	138	18	625	137	414	531	Zobellia uliginosa DSM2061
GH16_3.hmm	WP_076453717.1	3.20E-81	1	230	1	482	230	29	252	Zobellia uliginosa DSM2061
CBM6.hmm	WP_076453717.1	3.00E-31	0.91	138	12	482	138	261	385	Zobellia uliginosa DSM2061
CE1.hmm	WP_076453909.1	3.40E-26	0.91	227	1	276	207	41	255	Zobellia uliginosa DSM2061
GH20.hmm	WP_076453977.1	8.10E-34	0.73	337	9	520	256	32	271	Zobellia uliginosa DSM2061
